count,context,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,act20,act21,act22,act23,act24,act25,act26,act27,act28,act29,act30,act31,act32,act33,act34,act35,act36,act37,act38,act39,act40,act41,act42,act43,act44,act45,act46,act47,act48,act49,act50,act51,act52,act53,act54,act55,act56,act57,act58,act59,act60,act61,act62,act63,wei0,wei1,wei2,wei3,wei4,wei5,wei6,wei7,wei8,wei9,wei10,wei11,wei12,wei13,wei14,wei15,wei16,wei17,wei18,wei19,wei20,wei21,wei22,wei23,wei24,wei25,wei26,wei27,wei28,wei29,wei30,wei31,wei32,wei33,wei34,wei35,wei36,wei37,wei38,wei39,wei40,wei41,wei42,wei43,wei44,wei45,wei46,wei47,wei48,wei49,wei50,wei51,wei52,wei53,wei54,wei55,wei56,wei57,wei58,wei59,wei60,wei61,wei62,wei63
757,0,0.247803,-0.0469055,-0.383301,-0.865723,0.369141,-1.15137,-0.734863,-0.71582,1.58203,0.552734,-1.70898,1.2627,0.95459,0.566895,-0.00500107,0.0125275,-1.2832,0.113037,1.59863,-0.128662,1.55664,-0.320557,-1.31836,-0.0899658,-0.218262,0.437256,1.00781,0.77832,-0.548828,0.255371,-2.43164,-1.45312,-0.205811,0.463135,0.317871,0.31958,-1.0166,-1.52832,-0.467285,-0.609375,-0.908691,0.455811,0.203369,-1.16797,-1.11133,-0.474609,-0.244751,-0.52002,1.26074,-0.322021,-0.567871,-0.144409,1.28027,-0.377197,1.33887,0.40332,-2.01562,-1.67383,-0.603516,1.34277,0.489746,0.365234,-1.35938,0.141235,0.228027,-0.375977,-0.932129,-1.11426,1.15234,2.32227,-0.352051,0.394531,0.89209,-0.901855,0.20459,-0.187256,-0.306885,0.271973,-0.240845,-0.0203247,0.816895,-0.939941,0.76123,-0.241699,0.503906,-0.0252075,0.0208435,-1.11523,0.53125,-1.15723,0.603027,0.849609,-0.816406,-1.19238,0.883301,-0.21814,-2.36523,-0.837891,0.121338,1.14941,-0.604492,-0.67041,-1.38281,1.89551,-0.865234,-0.762207,0.397949,-0.160767,1.9043,0.466553,0.467773,1.13672,-0.937988,0.585449,0.727539,-0.338623,-0.730957,-0.227661,0.932617,-1.29199,0.2052,-2.09766,0.285889,1.28809,-2.41211,-1.95117,-0.0872803,1.98145
758,0,0.247803,-0.0469055,-0.383301,-0.865723,0.369141,-1.15137,-0.734863,-0.71582,1.58203,0.552734,-1.70898,1.2627,0.95459,0.566895,-0.00500107,0.0125275,-1.2832,0.113037,1.59863,-0.128662,1.55664,-0.320557,-1.31836,-0.0899658,-0.218262,0.437256,1.00781,0.77832,-0.548828,0.255371,-2.43164,-1.45312,-0.205811,0.463135,0.317871,0.31958,-1.0166,-1.52832,-0.467285,-0.609375,-0.908691,0.455811,0.203369,-1.16797,-1.11133,-0.474609,-0.244751,-0.52002,1.26074,-0.322021,-0.567871,-0.144409,1.28027,-0.377197,1.33887,0.40332,-2.01562,-1.67383,-0.603516,1.34277,0.489746,0.365234,-1.35938,0.141235,0.228027,-0.375977,-0.932129,-1.11426,1.15234,2.32227,-0.352051,0.394531,0.89209,-0.901855,0.20459,-0.187256,-0.306885,0.271973,-0.240845,-0.0203247,0.816895,-0.939941,0.76123,-0.241699,0.503906,-0.0252075,0.0208435,-1.11523,0.53125,-1.15723,0.603027,0.849609,-0.816406,-1.19238,0.883301,-0.21814,-2.36523,-0.837891,0.121338,1.14941,-0.604492,-0.67041,-1.38281,1.89551,-0.865234,-0.762207,0.397949,-0.160767,1.9043,0.466553,0.467773,1.13672,-0.937988,0.585449,0.727539,-0.338623,-0.730957,-0.227661,0.932617,-1.29199,0.2052,-2.09766,0.285889,1.28809,-2.41211,-1.95117,-0.0872803,1.98145
759,0,-0.824219,-0.672852,-0.724121,-0.458252,0.760742,-0.173096,1.4209,1.25391,-1.59375,-0.370605,-0.289795,-0.861328,-0.887695,-0.0662231,0.652832,1.52344,-0.505859,-0.0689087,1.2627,0.615723,0.157715,1.11914,2.66016,-0.00971222,-0.21936,-0.412354,0.168213,1.24512,-1.56348,0.125244,1.08105,0.00758743,-0.401611,0.981934,0.202881,-0.466797,0.00466919,0.293701,1.0625,0.792969,-0.913574,0.429199,0.211914,0.671387,0.631836,-0.477051,0.616211,0.453125,1.20508,1.41406,1.25684,0.592285,-0.260986,-1.01758,0.520996,-0.242188,-2.39258,-0.970215,0.486328,0.64209,-0.694336,-1.25098,1.24805,-0.486084,-1.27246,-0.174927,0.0911865,0.850586,-1.01758,1.58984,-1.4873,0.192017,0.203369,0.620117,-1.27441,0.703125,1.73926,0.760742,-0.201172,9.35197e-05,-0.919922,0.352539,-1.55859,1.38965,0.623047,0.714355,0.487549,1.43555,-0.640137,1.5127,0.0947876,1.0625,0.143066,-0.537109,0.912109,-0.154785,0.983398,-0.418457,0.647461,0.919922,-1.41797,-0.036499,0.375732,-0.312744,0.312744,1.96387,0.73584,-0.970703,0.50293,-0.691895,-0.13269,-1.05469,0.446777,-0.394287,0.608398,1.56152,-0.0294952,0.774414,-1.25879,-0.367676,0.682129,-0.011734,-0.436279,0.103699,-1.63379,-1.00781,-0.895996,0.901855
760,0,-0.824219,-0.672852,-0.724121,-0.458252,0.760742,-0.173096,1.4209,1.25391,-1.59375,-0.370605,-0.289795,-0.861328,-0.887695,-0.0662231,0.652832,1.52344,-0.505859,-0.0689087,1.2627,0.615723,0.157715,1.11914,2.66016,-0.00971222,-0.21936,-0.412354,0.168213,1.24512,-1.56348,0.125244,1.08105,0.00758743,-0.401611,0.981934,0.202881,-0.466797,0.00466919,0.293701,1.0625,0.792969,-0.913574,0.429199,0.211914,0.671387,0.631836,-0.477051,0.616211,0.453125,1.20508,1.41406,1.25684,0.592285,-0.260986,-1.01758,0.520996,-0.242188,-2.39258,-0.970215,0.486328,0.64209,-0.694336,-1.25098,1.24805,-0.486084,-1.27246,-0.174927,0.0911865,0.850586,-1.01758,1.58984,-1.4873,0.192017,0.203369,0.620117,-1.27441,0.703125,1.73926,0.760742,-0.201172,9.35197e-05,-0.919922,0.352539,-1.55859,1.38965,0.623047,0.714355,0.487549,1.43555,-0.640137,1.5127,0.0947876,1.0625,0.143066,-0.537109,0.912109,-0.154785,0.983398,-0.418457,0.647461,0.919922,-1.41797,-0.036499,0.375732,-0.312744,0.312744,1.96387,0.73584,-0.970703,0.50293,-0.691895,-0.13269,-1.05469,0.446777,-0.394287,0.608398,1.56152,-0.0294952,0.774414,-1.25879,-0.367676,0.682129,-0.011734,-0.436279,0.103699,-1.63379,-1.00781,-0.895996,0.901855
761,0,-0.824219,-0.672852,-0.724121,-0.458252,0.760742,-0.173096,1.4209,1.25391,-1.59375,-0.370605,-0.289795,-0.861328,-0.887695,-0.0662231,0.652832,1.52344,-0.505859,-0.0689087,1.2627,0.615723,0.157715,1.11914,2.66016,-0.00971222,-0.21936,-0.412354,0.168213,1.24512,-1.56348,0.125244,1.08105,0.00758743,-0.401611,0.981934,0.202881,-0.466797,0.00466919,0.293701,1.0625,0.792969,-0.913574,0.429199,0.211914,0.671387,0.631836,-0.477051,0.616211,0.453125,1.20508,1.41406,1.25684,0.592285,-0.260986,-1.01758,0.520996,-0.242188,-2.39258,-0.970215,0.486328,0.64209,-0.694336,-1.25098,1.24805,-0.486084,-1.27246,-0.174927,0.0911865,0.850586,-1.01758,1.58984,-1.4873,0.192017,0.203369,0.620117,-1.27441,0.703125,1.73926,0.760742,-0.201172,9.35197e-05,-0.919922,0.352539,-1.55859,1.38965,0.623047,0.714355,0.487549,1.43555,-0.640137,1.5127,0.0947876,1.0625,0.143066,-0.537109,0.912109,-0.154785,0.983398,-0.418457,0.647461,0.919922,-1.41797,-0.036499,0.375732,-0.312744,0.312744,1.96387,0.73584,-0.970703,0.50293,-0.691895,-0.13269,-1.05469,0.446777,-0.394287,0.608398,1.56152,-0.0294952,0.774414,-1.25879,-0.367676,0.682129,-0.011734,-0.436279,0.103699,-1.63379,-1.00781,-0.895996,0.901855
762,0,-0.498779,-0.645996,-0.446533,-1.27246,-2.10742,-0.0871582,1.23047,-1.50977,0.695312,0.0766602,-0.425537,0.570801,1.87695,0.345215,-0.544922,-1.48828,-0.988281,0.848145,-1.07617,-1.53223,-0.876953,-0.403076,1.28906,0.517578,1.11133,-0.225098,0.730469,2.09961,0.755371,-0.491943,1.64941,-2.2793,-1.85938,1.51172,0.370361,-0.908203,0.760742,-0.816895,1.60449,1.62891,-0.331055,1.01758,1.14453,-1.77051,-2.04688,1.77441,-0.1521,0.493408,-0.941895,0.130005,-0.610352,-0.414062,-0.454102,-0.364746,-1.84766,-0.905273,0.105164,0.682617,-2.06641,0.963867,-0.0459595,0.307129,-0.788086,1.77148,-1.01367,-0.927734,-1.74414,-1.87793,-0.821289,-1.06738,-0.818359,-0.167236,-0.331543,1.13086,1.55859,0.433594,-1.49512,-1.37598,-0.710449,-0.104004,0.806641,1.5459,1.91211,0.703125,0.287354,-1.2793,-0.0263062,-1.64355,-0.0480957,0.195435,-0.404297,-0.347412,2.38477,0.731934,-0.270996,-0.954102,1.95801,0.234619,0.669434,-0.568359,-1.26367,0.753418,0.730957,-0.585449,0.650391,0.926758,-0.30249,1.22461,-1.20117,-0.752441,-0.152954,0.42749,0.791016,0.405273,0.12561,0.427246,-1.36133,-1.44922,-0.847656,-0.143677,0.254883,-0.611816,1.44238,0.618164,-0.141357,-0.166992,0.523438,-1.23145
763,0,-0.498779,-0.645996,-0.446533,-1.27246,-2.10742,-0.0871582,1.23047,-1.50977,0.695312,0.0766602,-0.425537,0.570801,1.87695,0.345215,-0.544922,-1.48828,-0.988281,0.848145,-1.07617,-1.53223,-0.876953,-0.403076,1.28906,0.517578,1.11133,-0.225098,0.730469,2.09961,0.755371,-0.491943,1.64941,-2.2793,-1.85938,1.51172,0.370361,-0.908203,0.760742,-0.816895,1.60449,1.62891,-0.331055,1.01758,1.14453,-1.77051,-2.04688,1.77441,-0.1521,0.493408,-0.941895,0.130005,-0.610352,-0.414062,-0.454102,-0.364746,-1.84766,-0.905273,0.105164,0.682617,-2.06641,0.963867,-0.0459595,0.307129,-0.788086,1.77148,-1.01367,-0.927734,-1.74414,-1.87793,-0.821289,-1.06738,-0.818359,-0.167236,-0.331543,1.13086,1.55859,0.433594,-1.49512,-1.37598,-0.710449,-0.104004,0.806641,1.5459,1.91211,0.703125,0.287354,-1.2793,-0.0263062,-1.64355,-0.0480957,0.195435,-0.404297,-0.347412,2.38477,0.731934,-0.270996,-0.954102,1.95801,0.234619,0.669434,-0.568359,-1.26367,0.753418,0.730957,-0.585449,0.650391,0.926758,-0.30249,1.22461,-1.20117,-0.752441,-0.152954,0.42749,0.791016,0.405273,0.12561,0.427246,-1.36133,-1.44922,-0.847656,-0.143677,0.254883,-0.611816,1.44238,0.618164,-0.141357,-0.166992,0.523438,-1.23145
764,0,-0.498779,-0.645996,-0.446533,-1.27246,-2.10742,-0.0871582,1.23047,-1.50977,0.695312,0.0766602,-0.425537,0.570801,1.87695,0.345215,-0.544922,-1.48828,-0.988281,0.848145,-1.07617,-1.53223,-0.876953,-0.403076,1.28906,0.517578,1.11133,-0.225098,0.730469,2.09961,0.755371,-0.491943,1.64941,-2.2793,-1.85938,1.51172,0.370361,-0.908203,0.760742,-0.816895,1.60449,1.62891,-0.331055,1.01758,1.14453,-1.77051,-2.04688,1.77441,-0.1521,0.493408,-0.941895,0.130005,-0.610352,-0.414062,-0.454102,-0.364746,-1.84766,-0.905273,0.105164,0.682617,-2.06641,0.963867,-0.0459595,0.307129,-0.788086,1.77148,-1.01367,-0.927734,-1.74414,-1.87793,-0.821289,-1.06738,-0.818359,-0.167236,-0.331543,1.13086,1.55859,0.433594,-1.49512,-1.37598,-0.710449,-0.104004,0.806641,1.5459,1.91211,0.703125,0.287354,-1.2793,-0.0263062,-1.64355,-0.0480957,0.195435,-0.404297,-0.347412,2.38477,0.731934,-0.270996,-0.954102,1.95801,0.234619,0.669434,-0.568359,-1.26367,0.753418,0.730957,-0.585449,0.650391,0.926758,-0.30249,1.22461,-1.20117,-0.752441,-0.152954,0.42749,0.791016,0.405273,0.12561,0.427246,-1.36133,-1.44922,-0.847656,-0.143677,0.254883,-0.611816,1.44238,0.618164,-0.141357,-0.166992,0.523438,-1.23145
765,0,-2.01172,-0.930176,-2.45703,0.354492,-0.551758,-0.885742,2.75,-0.035553,0.720703,1.04492,1.3916,0.640137,0.338379,-0.831543,1.56543,0.92334,-0.693359,0.82373,1.77539,0.974121,-0.91748,-1.7998,0.693359,0.0381165,-0.245728,-0.158813,0.463623,0.654785,0.486572,0.947266,0.632812,0.6875,-0.845215,0.904297,-0.631348,0.473389,0.0571899,1.19043,-1.13379,-0.700195,0.467285,0.506836,0.266113,-1.04492,1.07129,-1.32324,0.367432,-0.154175,-1.45605,-1.25781,-0.97168,-0.762695,0.493408,-0.196777,0.473877,-1.70215,0.213257,1.15137,-0.915527,-0.196411,0.584961,0.00194645,0.86084,-0.450439,-1.43066,0.059082,-0.567871,-0.549316,-0.898926,-0.937012,0.412354,1.69336,1.44531,-0.779297,1.11133,-0.646973,-0.493164,0.293213,-0.705566,-1.12598,1.16309,-0.28833,1.91895,1.46484,0.284912,-2.58984,0.615723,-1.06836,-0.49585,-0.279785,0.401611,-1.08496,0.325195,-1.51758,0.682129,-0.85498,0.225952,-1.17676,-0.187622,0.870605,0.730957,-1.11426,0.0314026,-0.620117,-1.27832,-0.115112,-0.217163,1.75098,2,0.952637,1.24707,-1.0332,-1.74902,-2.85352,0.219971,-0.0858765,0.113403,0.671875,0.183228,-0.597656,0.62793,0.666016,-0.224365,-0.147583,1.61719,-1.12598,-0.95166,-0.318848
766,0,-2.01172,-0.930176,-2.45703,0.354492,-0.551758,-0.885742,2.75,-0.035553,0.720703,1.04492,1.3916,0.640137,0.338379,-0.831543,1.56543,0.92334,-0.693359,0.82373,1.77539,0.974121,-0.91748,-1.7998,0.693359,0.0381165,-0.245728,-0.158813,0.463623,0.654785,0.486572,0.947266,0.632812,0.6875,-0.845215,0.904297,-0.631348,0.473389,0.0571899,1.19043,-1.13379,-0.700195,0.467285,0.506836,0.266113,-1.04492,1.07129,-1.32324,0.367432,-0.154175,-1.45605,-1.25781,-0.97168,-0.762695,0.493408,-0.196777,0.473877,-1.70215,0.213257,1.15137,-0.915527,-0.196411,0.584961,0.00194645,0.86084,-0.450439,-1.43066,0.059082,-0.567871,-0.549316,-0.898926,-0.937012,0.412354,1.69336,1.44531,-0.779297,1.11133,-0.646973,-0.493164,0.293213,-0.705566,-1.12598,1.16309,-0.28833,1.91895,1.46484,0.284912,-2.58984,0.615723,-1.06836,-0.49585,-0.279785,0.401611,-1.08496,0.325195,-1.51758,0.682129,-0.85498,0.225952,-1.17676,-0.187622,0.870605,0.730957,-1.11426,0.0314026,-0.620117,-1.27832,-0.115112,-0.217163,1.75098,2,0.952637,1.24707,-1.0332,-1.74902,-2.85352,0.219971,-0.0858765,0.113403,0.671875,0.183228,-0.597656,0.62793,0.666016,-0.224365,-0.147583,1.61719,-1.12598,-0.95166,-0.318848
767,0,-2.01172,-0.930176,-2.45703,0.354492,-0.551758,-0.885742,2.75,-0.035553,0.720703,1.04492,1.3916,0.640137,0.338379,-0.831543,1.56543,0.92334,-0.693359,0.82373,1.77539,0.974121,-0.91748,-1.7998,0.693359,0.0381165,-0.245728,-0.158813,0.463623,0.654785,0.486572,0.947266,0.632812,0.6875,-0.845215,0.904297,-0.631348,0.473389,0.0571899,1.19043,-1.13379,-0.700195,0.467285,0.506836,0.266113,-1.04492,1.07129,-1.32324,0.367432,-0.154175,-1.45605,-1.25781,-0.97168,-0.762695,0.493408,-0.196777,0.473877,-1.70215,0.213257,1.15137,-0.915527,-0.196411,0.584961,0.00194645,0.86084,-0.450439,-1.43066,0.059082,-0.567871,-0.549316,-0.898926,-0.937012,0.412354,1.69336,1.44531,-0.779297,1.11133,-0.646973,-0.493164,0.293213,-0.705566,-1.12598,1.16309,-0.28833,1.91895,1.46484,0.284912,-2.58984,0.615723,-1.06836,-0.49585,-0.279785,0.401611,-1.08496,0.325195,-1.51758,0.682129,-0.85498,0.225952,-1.17676,-0.187622,0.870605,0.730957,-1.11426,0.0314026,-0.620117,-1.27832,-0.115112,-0.217163,1.75098,2,0.952637,1.24707,-1.0332,-1.74902,-2.85352,0.219971,-0.0858765,0.113403,0.671875,0.183228,-0.597656,0.62793,0.666016,-0.224365,-0.147583,1.61719,-1.12598,-0.95166,-0.318848
768,0,0.340332,-1.39062,1.73828,0.247559,-0.728027,3.03516,0.712402,0.069519,-0.775879,-1.82031,0.719727,2.34375,-0.635742,-1.68652,0.566895,0.257812,-0.730957,0.697754,-0.966797,-1.26562,-0.575684,0.385986,1.36523,0.657227,1.08887,1.88184,1.1748,-0.449951,1.17676,0.529785,-0.615234,0.884277,0.0589905,-0.58252,0.660156,-0.602539,1.88672,1.01172,0.264404,1.44043,0.643066,-0.901367,1.63965,-0.426514,0.492188,-0.949707,0.30542,-0.0679932,-0.508789,-0.921387,0.450928,1.25098,0.241821,-0.33374,-0.662109,-1.14844,0.0365906,-0.0550842,-2.00781,-0.436768,0.164551,0.808105,0.64502,-0.944336,0.782715,1.25586,0.327881,-0.554688,-0.317871,0.617188,-1.16504,-0.29834,-0.459229,0.322998,-1.24121,-0.403809,-0.553223,-0.169434,0.0471191,1.01562,-0.929688,-3.69922,-1.07324,-0.928223,-0.0546265,1.33789,1.2041,-0.53125,-0.102173,0.178833,-0.233398,0.98877,1.37012,0.254395,-0.379395,-0.125977,0.112061,-1.62109,1.04297,-0.452881,0.559082,-0.291016,-1.92383,-1.75781,-0.381836,-0.803711,-0.058197,-0.464111,0.403564,1.47461,0.304932,-1.53125,-0.801758,-1.0459,2.12305,-1.4707,-0.144897,0.831543,0.218384,-0.847656,1.18262,1.50684,0.163208,0.181641,-0.208984,-1.89551,-0.816406,0.475586
769,0,0.340332,-1.39062,1.73828,0.247559,-0.728027,3.03516,0.712402,0.069519,-0.775879,-1.82031,0.719727,2.34375,-0.635742,-1.68652,0.566895,0.257812,-0.730957,0.697754,-0.966797,-1.26562,-0.575684,0.385986,1.36523,0.657227,1.08887,1.88184,1.1748,-0.449951,1.17676,0.529785,-0.615234,0.884277,0.0589905,-0.58252,0.660156,-0.602539,1.88672,1.01172,0.264404,1.44043,0.643066,-0.901367,1.63965,-0.426514,0.492188,-0.949707,0.30542,-0.0679932,-0.508789,-0.921387,0.450928,1.25098,0.241821,-0.33374,-0.662109,-1.14844,0.0365906,-0.0550842,-2.00781,-0.436768,0.164551,0.808105,0.64502,-0.944336,0.782715,1.25586,0.327881,-0.554688,-0.317871,0.617188,-1.16504,-0.29834,-0.459229,0.322998,-1.24121,-0.403809,-0.553223,-0.169434,0.0471191,1.01562,-0.929688,-3.69922,-1.07324,-0.928223,-0.0546265,1.33789,1.2041,-0.53125,-0.102173,0.178833,-0.233398,0.98877,1.37012,0.254395,-0.379395,-0.125977,0.112061,-1.62109,1.04297,-0.452881,0.559082,-0.291016,-1.92383,-1.75781,-0.381836,-0.803711,-0.058197,-0.464111,0.403564,1.47461,0.304932,-1.53125,-0.801758,-1.0459,2.12305,-1.4707,-0.144897,0.831543,0.218384,-0.847656,1.18262,1.50684,0.163208,0.181641,-0.208984,-1.89551,-0.816406,0.475586
770,0,0.340332,-1.39062,1.73828,0.247559,-0.728027,3.03516,0.712402,0.069519,-0.775879,-1.82031,0.719727,2.34375,-0.635742,-1.68652,0.566895,0.257812,-0.730957,0.697754,-0.966797,-1.26562,-0.575684,0.385986,1.36523,0.657227,1.08887,1.88184,1.1748,-0.449951,1.17676,0.529785,-0.615234,0.884277,0.0589905,-0.58252,0.660156,-0.602539,1.88672,1.01172,0.264404,1.44043,0.643066,-0.901367,1.63965,-0.426514,0.492188,-0.949707,0.30542,-0.0679932,-0.508789,-0.921387,0.450928,1.25098,0.241821,-0.33374,-0.662109,-1.14844,0.0365906,-0.0550842,-2.00781,-0.436768,0.164551,0.808105,0.64502,-0.944336,0.782715,1.25586,0.327881,-0.554688,-0.317871,0.617188,-1.16504,-0.29834,-0.459229,0.322998,-1.24121,-0.403809,-0.553223,-0.169434,0.0471191,1.01562,-0.929688,-3.69922,-1.07324,-0.928223,-0.0546265,1.33789,1.2041,-0.53125,-0.102173,0.178833,-0.233398,0.98877,1.37012,0.254395,-0.379395,-0.125977,0.112061,-1.62109,1.04297,-0.452881,0.559082,-0.291016,-1.92383,-1.75781,-0.381836,-0.803711,-0.058197,-0.464111,0.403564,1.47461,0.304932,-1.53125,-0.801758,-1.0459,2.12305,-1.4707,-0.144897,0.831543,0.218384,-0.847656,1.18262,1.50684,0.163208,0.181641,-0.208984,-1.89551,-0.816406,0.475586
771,0,-0.71875,-0.137695,0.930664,0.827148,-2.14844,0.29834,0.705566,0.352051,0.561035,0.79834,-0.476074,1.26562,-2.21094,-0.481445,1.81152,-1.34863,0.180908,0.85791,0.238403,-1.05176,0.82959,-1.05957,-0.0733032,0.335449,-0.62793,-0.144531,0.104126,0.812988,-0.361084,-1.95215,-0.160767,-0.293945,-0.00939178,-0.737305,0.806152,-1.49805,-0.868164,-0.868652,1.56641,-1.57324,0.674316,-0.0735474,1.48535,2.51953,0.184448,0.582031,0.154663,-0.856445,-1.93164,0.431641,0.165527,-0.416748,-0.873535,-2.71875,-0.519043,1.0625,1.96875,-0.938965,0.220459,0.615723,-1.16797,-0.366455,0.785645,-1.11914,-1.7334,0.384277,0.939453,-0.420898,-2.06445,0.466309,-1.39551,-0.811523,-0.425293,-1.03125,-0.992676,-0.654297,0.749512,-0.556152,0.0790405,-0.312744,-0.711426,-0.0977173,0.262939,-1.06836,-0.299561,-1.00488,0.790039,1.73633,0.484375,0.0662231,0.0585632,-1.37793,0.391602,0.984375,-1.19727,-0.269775,-1.66309,-0.258789,0.344238,-0.264404,-0.378906,-0.68457,-0.626953,0.0706177,-0.237183,1.99902,-0.247437,-0.546875,0.683594,0.088623,-0.615234,-1.10059,-0.252686,-0.372314,0.650391,-0.172607,-0.6875,-1.88477,-1.00781,-0.666016,1.92383,0.742676,0.619629,-1.27246,-0.303223,0.0435791,-0.82666,-2.23633
772,0,-0.71875,-0.137695,0.930664,0.827148,-2.14844,0.29834,0.705566,0.352051,0.561035,0.79834,-0.476074,1.26562,-2.21094,-0.481445,1.81152,-1.34863,0.180908,0.85791,0.238403,-1.05176,0.82959,-1.05957,-0.0733032,0.335449,-0.62793,-0.144531,0.104126,0.812988,-0.361084,-1.95215,-0.160767,-0.293945,-0.00939178,-0.737305,0.806152,-1.49805,-0.868164,-0.868652,1.56641,-1.57324,0.674316,-0.0735474,1.48535,2.51953,0.184448,0.582031,0.154663,-0.856445,-1.93164,0.431641,0.165527,-0.416748,-0.873535,-2.71875,-0.519043,1.0625,1.96875,-0.938965,0.220459,0.615723,-1.16797,-0.366455,0.785645,-1.11914,-1.7334,0.384277,0.939453,-0.420898,-2.06445,0.466309,-1.39551,-0.811523,-0.425293,-1.03125,-0.992676,-0.654297,0.749512,-0.556152,0.0790405,-0.312744,-0.711426,-0.0977173,0.262939,-1.06836,-0.299561,-1.00488,0.790039,1.73633,0.484375,0.0662231,0.0585632,-1.37793,0.391602,0.984375,-1.19727,-0.269775,-1.66309,-0.258789,0.344238,-0.264404,-0.378906,-0.68457,-0.626953,0.0706177,-0.237183,1.99902,-0.247437,-0.546875,0.683594,0.088623,-0.615234,-1.10059,-0.252686,-0.372314,0.650391,-0.172607,-0.6875,-1.88477,-1.00781,-0.666016,1.92383,0.742676,0.619629,-1.27246,-0.303223,0.0435791,-0.82666,-2.23633
773,0,-0.71875,-0.137695,0.930664,0.827148,-2.14844,0.29834,0.705566,0.352051,0.561035,0.79834,-0.476074,1.26562,-2.21094,-0.481445,1.81152,-1.34863,0.180908,0.85791,0.238403,-1.05176,0.82959,-1.05957,-0.0733032,0.335449,-0.62793,-0.144531,0.104126,0.812988,-0.361084,-1.95215,-0.160767,-0.293945,-0.00939178,-0.737305,0.806152,-1.49805,-0.868164,-0.868652,1.56641,-1.57324,0.674316,-0.0735474,1.48535,2.51953,0.184448,0.582031,0.154663,-0.856445,-1.93164,0.431641,0.165527,-0.416748,-0.873535,-2.71875,-0.519043,1.0625,1.96875,-0.938965,0.220459,0.615723,-1.16797,-0.366455,0.785645,-1.11914,-1.7334,0.384277,0.939453,-0.420898,-2.06445,0.466309,-1.39551,-0.811523,-0.425293,-1.03125,-0.992676,-0.654297,0.749512,-0.556152,0.0790405,-0.312744,-0.711426,-0.0977173,0.262939,-1.06836,-0.299561,-1.00488,0.790039,1.73633,0.484375,0.0662231,0.0585632,-1.37793,0.391602,0.984375,-1.19727,-0.269775,-1.66309,-0.258789,0.344238,-0.264404,-0.378906,-0.68457,-0.626953,0.0706177,-0.237183,1.99902,-0.247437,-0.546875,0.683594,0.088623,-0.615234,-1.10059,-0.252686,-0.372314,0.650391,-0.172607,-0.6875,-1.88477,-1.00781,-0.666016,1.92383,0.742676,0.619629,-1.27246,-0.303223,0.0435791,-0.82666,-2.23633
774,0,0,0.466309,0.997559,0.585938,0.984863,0.619141,0.0823364,1.125,0.476807,0.00717926,-2.625,2.11914,-0.439697,1,1.83008,-0.898926,-1.70117,1.9873,-1.3291,-0.109436,0.888184,-0.261963,-0.749512,0.255859,0.39502,1.27441,0.215942,-0.130981,-1.9502,-1.07031,0.222412,0.291748,-0.82666,0.0857544,-1.17676,-0.435059,-0.369873,1.09668,-0.650879,-0.556641,0.219971,0.298096,0.236572,-1.0332,0.974121,-0.146484,0.193848,0.801758,0.335693,-0.468506,-2.0918,-0.0349426,-0.990234,-1.0957,0.123718,-0.0505066,1.33398,-0.410645,0.479004,-0.445557,0.933594,2.32227,-0.97998,2.49414,0,-1.7334,0.916992,-0.153564,-0.352051,2.20312,0.494385,-1.09473,1.32715,-0.0916138,1.56445,0.462891,1.1709,0.895508,-1.60254,-0.657715,-0.00188255,-0.00693512,-0.264404,1.73535,-1.62598,-0.0233002,-0.011734,1.58105,0.196411,1.54688,1.49512,1.0791,-0.171021,-0.443604,-1.87012,-0.208862,0.73291,0.244141,1.68262,0.421631,0.368164,-0.70459,-0.467773,0.182007,0.517578,1.1416,0.0905151,-0.540039,-0.197021,-1.20801,-0.443115,-0.891602,-2.26562,-1.17578,-0.549805,-0.448486,0.149292,-1.41797,-0.577148,0.822754,1.68164,1.21387,-0.230347,-0.0322266,1.23438,1.41504,0.560547,-0.109558
